Date,Open,High,Low,Close,Adj Close,Volume
2023-03-15,1438.000000,1442.849976,1416.849976,1419.650024,1382.921875,7556182
2023-03-16,1417.800049,1417.800049,1398.699951,1404.099976,1367.774048,7323117
2023-03-17,1430.000000,1442.900024,1411.400024,1420.699951,1383.944580,9090018
2023-03-20,1419.699951,1419.699951,1384.849976,1403.650024,1367.335693,8221829
2023-03-21,1399.000000,1405.000000,1390.000000,1390.699951,1354.720703,8536755
2023-03-22,1403.000000,1407.250000,1382.150024,1389.250000,1353.308350,8356487
2023-03-23,1383.949951,1383.949951,1370.000000,1374.550049,1338.988647,7607718
2023-03-24,1388.000000,1398.949951,1377.500000,1380.650024,1344.930786,7559127
2023-03-27,1386.250000,1395.750000,1374.099976,1388.949951,1353.015991,4170193
2023-03-28,1392.099976,1398.000000,1375.849976,1377.599976,1341.959595,6633366
2023-03-29,1379.000000,1389.900024,1364.550049,1383.550049,1347.755859,8813966
2023-03-31,1404.000000,1429.949951,1393.900024,1427.949951,1391.006958,8711975
2023-04-03,1435.000000,1435.000000,1405.150024,1410.849976,1374.349487,5242764
2023-04-05,1400.000000,1427.500000,1400.000000,1423.550049,1386.720947,7506334
2023-04-06,1416.000000,1428.400024,1410.349976,1421.900024,1385.113525,6948465
2023-04-10,1423.949951,1434.000000,1415.000000,1427.599976,1390.666138,4993788
2023-04-11,1428.900024,1433.349976,1389.000000,1406.150024,1369.770996,6942255
2023-04-12,1413.050049,1431.500000,1400.000000,1428.300049,1391.348022,5831169
2023-04-13,1409.750000,1411.050049,1383.000000,1389.199951,1353.259521,11267238
2023-04-17,1250.300049,1261.150024,1185.300049,1258.300049,1225.746216,53171705
2023-04-18,1269.949951,1269.949951,1253.099976,1259.349976,1226.768921,12430884
2023-04-19,1254.349976,1254.349976,1229.400024,1232.199951,1200.321411,11307230
2023-04-20,1230.699951,1237.849976,1221.400024,1223.400024,1191.749146,8621249
2023-04-21,1228.099976,1233.250000,1220.000000,1227.349976,1195.596924,8691352
2023-04-24,1228.000000,1230.000000,1218.000000,1226.300049,1194.574097,8313774
2023-04-25,1225.949951,1235.500000,1215.000000,1224.900024,1193.210327,6808576
2023-04-26,1228.000000,1233.000000,1220.550049,1227.550049,1195.791748,5680192
2023-04-27,1230.000000,1247.800049,1225.400024,1246.250000,1214.007813,8020704
2023-04-28,1255.699951,1259.000000,1244.949951,1252.750000,1220.339722,10118277
2023-05-02,1254.550049,1279.750000,1254.550049,1277.449951,1244.400635,8886401
2023-05-03,1266.000000,1272.500000,1262.099976,1269.150024,1236.315430,5549783
2023-05-04,1268.949951,1275.800049,1262.500000,1273.550049,1240.601685,4505401
2023-05-05,1279.000000,1279.000000,1254.250000,1259.099976,1226.525391,5373791
2023-05-08,1262.449951,1270.300049,1255.199951,1265.599976,1232.857300,5260842
2023-05-09,1266.000000,1272.000000,1260.699951,1270.699951,1237.825317,4969897
2023-05-10,1276.400024,1276.400024,1259.150024,1263.250000,1230.567993,6515734
2023-05-11,1270.250000,1275.900024,1253.050049,1256.099976,1223.603027,6888461
2023-05-12,1253.349976,1256.000000,1239.050049,1245.199951,1212.984985,8292212
2023-05-15,1249.900024,1268.900024,1245.650024,1258.349976,1225.794800,5534710
2023-05-16,1265.000000,1273.949951,1262.750000,1264.300049,1231.590942,5236469
2023-05-17,1260.599976,1260.949951,1242.449951,1246.900024,1214.640991,10465667
2023-05-18,1258.599976,1259.650024,1242.449951,1246.000000,1213.764282,6948732
2023-05-19,1256.050049,1273.300049,1252.800049,1268.900024,1236.071899,11094136
2023-05-22,1272.949951,1295.599976,1270.250000,1292.800049,1259.353638,7625947
2023-05-23,1299.199951,1314.150024,1297.050049,1300.050049,1266.416016,7436031
2023-05-24,1296.300049,1305.000000,1291.300049,1298.650024,1265.052246,4824077
2023-05-25,1294.500000,1307.000000,1289.250000,1304.349976,1270.604736,4334121
2023-05-26,1306.000000,1323.449951,1306.000000,1317.449951,1283.365723,5521606
2023-05-29,1332.699951,1332.699951,1309.849976,1314.400024,1280.394775,4419365
2023-05-30,1315.000000,1326.400024,1309.150024,1323.849976,1289.600220,6274719
2023-05-31,1319.849976,1331.099976,1314.150024,1318.300049,1284.193848,17800782
2023-06-01,1322.550049,1329.500000,1318.099976,1319.500000,1285.362793,4277841
2023-06-02,1309.000000,1312.900024,1296.050049,1299.000000,1282.401123,10909311
2023-06-05,1304.000000,1309.449951,1297.300049,1304.500000,1287.830933,5002553
2023-06-06,1288.599976,1288.599976,1273.000000,1279.000000,1262.656738,10008100
2023-06-07,1290.500000,1294.000000,1282.500000,1288.949951,1272.479492,5397578
2023-06-08,1286.199951,1292.000000,1281.099976,1282.800049,1266.408203,5034942
2023-06-09,1282.500000,1282.500000,1264.000000,1265.949951,1249.773438,5339073
2023-06-12,1273.500000,1295.699951,1273.000000,1291.949951,1275.441162,4785588
2023-06-13,1299.900024,1306.500000,1297.050049,1304.849976,1288.176392,4846587
2023-06-14,1306.349976,1306.699951,1293.199951,1300.400024,1283.783325,3457981
2023-06-15,1293.949951,1293.949951,1282.650024,1286.800049,1270.357056,6161155
2023-06-16,1287.000000,1301.500000,1281.050049,1291.650024,1275.145142,8536287
2023-06-19,1294.000000,1299.500000,1287.050049,1294.000000,1277.465088,4451787
2023-06-20,1294.000000,1305.000000,1291.099976,1303.400024,1286.744995,4009180
2023-06-21,1299.949951,1303.800049,1295.000000,1299.349976,1282.746704,4041529
2023-06-22,1289.400024,1289.400024,1273.500000,1281.550049,1265.174194,6676607
2023-06-23,1276.449951,1279.349976,1263.349976,1265.000000,1248.835571,7239467
2023-06-26,1270.250000,1274.000000,1262.250000,1270.349976,1254.117188,3403244
2023-06-27,1280.000000,1282.000000,1274.199951,1279.150024,1262.804810,3240024
2023-06-28,1290.000000,1296.699951,1281.400024,1293.349976,1276.823364,5662358
2023-06-30,1308.199951,1338.900024,1304.449951,1335.500000,1318.434814,12821692
2023-07-03,1330.000000,1346.000000,1328.449951,1333.699951,1316.657715,7732412
2023-07-04,1344.300049,1346.000000,1331.400024,1345.150024,1327.961426,5797775
2023-07-05,1357.849976,1357.949951,1341.000000,1347.300049,1330.083984,5414936
2023-07-06,1342.550049,1347.449951,1337.150024,1343.900024,1326.727417,5963897
2023-07-07,1334.000000,1345.800049,1325.349976,1330.199951,1313.202393,6295647
2023-07-10,1336.550049,1341.900024,1319.300049,1329.150024,1312.165894,3940315
2023-07-11,1333.449951,1350.900024,1327.000000,1348.599976,1331.367310,6126128
2023-07-12,1351.000000,1351.900024,1327.000000,1333.300049,1316.262939,8102770
2023-07-13,1334.900024,1376.800049,1330.849976,1365.099976,1347.656494,9977644
2023-07-14,1380.650024,1430.000000,1380.650024,1425.949951,1407.728882,12833381
2023-07-17,1425.949951,1458.949951,1414.300049,1422.949951,1404.767212,11569884
2023-07-18,1434.000000,1477.949951,1429.000000,1475.199951,1456.349609,16743977
2023-07-19,1486.000000,1498.800049,1460.699951,1474.949951,1456.102783,13687062
2023-07-20,1471.000000,1471.000000,1440.699951,1449.500000,1430.978027,8347221
2023-07-21,1320.199951,1350.000000,1305.000000,1331.599976,1314.584595,45548305
2023-07-24,1341.000000,1349.900024,1334.250000,1336.599976,1319.520630,8859789
